"","Category","ProductName","Reviewer","Date","Title","Comment","StarRating","VerifiedPurchase"
"11","Laptop","Certified Refurbished Fire HD 10 tablet","Luis A. Perez","Reviewed in the United States on September 12, 2024","Best Bang for the Buck in a tablet.","It worked, looked and felt brand new. Couldn't even tell that it was refurbished. It's very easy to use I've owned a few smaller Kindles and I bought a large one like this a year ago and I took it with me on a trip to my mom's house and showed it to her she had a easy time learning how to use it and play games on it so I ended up letting her keep it. I got this one to replace mine and I love it. Very easy to use to stream Netflix, Disney plus etc on, has a good selection of games on the app store with most being free or cheap but the main reason I bought it is to read books on and comics from comicology. I would highly recommend",5,NA
"12","Laptop","Certified Refurbished Fire HD 10 tablet","Kindle Customer",NA,"",NA,5,NA
"13","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","rick ellen mcintyre","Reviewed in the United States on November 18, 2024","","list of reasons why this deserves 5 stars.1. looks cool.  it looks like carbon fiber.2. it's really fast.  don't know if it's because of the 16 gigs of ram or the 4 core processor but  it's really quick.3. the price.  this cost a little more than a notebook and you get a lot for it.4. all the connections i needed. .  hdmi for a second monitor ,  high speed 3.0 usb's to run my interface and a 3.0 usb-c.5. the hotface usb hard disc and power hub are really handy.  thanks for the great deal",5,NA
"14","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Kenneth Stuart","Reviewed in the United States on December 7, 2024","cheap and works great","Excellent deal. Easy start up sequencing and optimization procedures. Decent processing speed. Keyboard feels and responds well. Resolution of display is excellent. Impressive deal with 365 free for a year. Great Deal!",5,NA
"15","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Nice","Reviewed in the United States on December 5, 2024","","I recently purchased this HP Stream 14"" HD BrightView Laptop. I was disappointed with its performance. I think it's better to spend a little more money and get a better computer. You cant even play simple games like roblox, the material feels cheap and looks cheap. The resolution is bad, but for just work it's pretty powerful. Just make sure to turn off S mode. I wouldn't buy this if I were you. Unless its strictly for work. I also suggest getting a refurbished Mac air 2013 , old but runs better and looks better than this.",5,NA
"16","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","MelloPi","Reviewed in the United States on May 25, 2024","Outstanding laptop for a great price.","Windows S Mode and McAfee are glitchy performance killers and restrictive applications.  Switching out of Win 11 S mode should be a straight forward process but it just does not work as it should, along with McAfee installed, whether you want it or not.  McAfee acts like a worm virus, intrusively imbedding itself deep into system architecture instead of being a gate keeper like other anti-virus apps.  Windows S Mode dose not allow you to install and run any app that is not Microsoft verified and found on the Microsoft Store.  In S Mode, you cannot install and run any browser other than MS Edge or Bing.  There is an app within the MS Store to switch out of S mode but it will not work because, I suspect, of the bloated software that launches when you first turn on and set up this laptop.  Switching out of S Mode is permanent.  All the advise and direction I found to get this switch to work had failed.  Lots of frustrated people out there with the same issue.  I finally got MS Support on the phone and they told me this is a very common problem with this product and the only way to resolve it was to reset the PC.  A total reset, wiping the OS and all files you may have added.  No big deal as this is a new PC and I did not transfer anything from my old PC.  After the PC was reset, I was able to switch out of S mode so that I now have Win 11 Home instead of Win 11S Home.  At the same time, a McAfee install popup was automatically prompted so I could select Do Not Install.  This was all a bit of a pain but other than that, this laptop is not so bad.  The display colors are not as vibrant as I hoped but with a resolution of only 1365 x 768, I should have expected that.  However, the graphics display very well on a connected higher resolution monitor and it handles steaming video from Amazon Prime Video beautifully.  I hope this information can help someone avoid the frustration of dealing with what was intentionally sold as a very restrictive operating environment.  Getting rid of S Mode and McAfee gives you back unrestricted use of your laptop.One more annoying detail is that, by default, this operating environment is set to save everything to the MS cloud. The default storage of Document, Downloads, Pictures, etcetera, are all MS cloud folders which is where every file is stored unless you go through a few more clicks to store the files on your local laptop drive.  By default, initially you cannot even boot up this laptop without entering your MS PIN to log onto your laptop, and thereby logging into your MS account at the same time.  I found this a bit presumptuous that MS thought this was a good idea.  Perhaps good for their own marketing efforts though, as some bot scans your files for things you do in order to tailor marketing ad pushes to you personally, but I digress.  If you do not want Big Brother holding on to all your personal, professional, private, or other data, then you need to go in to system settings and turn off the MS log in PIN.  Doing so allows you to boot up your laptop to your local drive account only.  You can always log in and log out of your MS account if and when you choose at any time.  Of course, you can even turn off your own laptop log in password so it just simply turns on. without a password.  Your choice, as it should be.",4,NA
"17","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","MelloPi","Reviewed in the United States on October 30, 2024","","It’s lightweight and portable, which is great for taking it on the go. The battery life is impressive, lasting all day on a single charge, so I can work or relax without worrying about finding an outlet. I also appreciate the smooth performance for basic tasks, thanks to its efficient processing power.",4,NA
"18","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Daniela","Reviewed in the United States on October 4, 2024","Cant play roblox, cheap but powerful pc","It was decent enough when I first used it, but I’ve only had it a few months and it’s extremely slow. I consistently have to stop typing to wait for it to catch up and the internet will spin for long periods of time. Waste of money.",5,NA
"19","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Rhaja Beck","Reviewed in the United States on November 17, 2024","","",1,NA
"20","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Charmaine Palmer","Reviewed in the United States on October 30, 2024","Reset PC, Switch out of S Mode, Do Not Install McAfee","The media could not be loaded.",5,NA
"21","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Delt","Reviewed in Mexico on September 5, 2024","","My new HP Streaming Laptop has completely redefined my working experience. Its lightweight and portable, making it easy to take with me wherever I go. If you are looking for a reliable, stylish, and high-performance laptop, look no further. This HP beauty is a gamer-changer.",5,NA
"22","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Frida Beatriz Morales Amador","Reviewed in Canada on February 8, 2021","HP Stream - Laptop BrightView HD de 14 pulgadas","Works well.  No problems, easy tie in to the home network.",5,NA
"23","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Heidi Leadley","Reviewed in Canada on March 11, 2022","","Está súper bien trae window y antivirus solo que se llena muy rápido la memoria el color es súper bonito no tan brilloso",5,NA
"24","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Gael Kone","Reviewed in Canada on June 10, 2023","Lags when typing","",5,NA
"25","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Maureen","Reviewed in Canada on June 18, 2023","","good quality fast and holds a good charge bought this as a gift to my self and it is exactly as described good value for the price and fast and easy shipping",1,NA
"26","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Maureen",NA,"Perfect Laptop for streaming and working","I'm very happy with this purchase, this PC is as practical as beautiful and I really enjoy using it Thank you very much  :)",1,NA
"27","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Greenteabookme",NA,"","I bought two of these laptops back in 2021 and one of them just stopped working a couple of months ago out of nowhere and I wasn’t even using it. There is an error message ever since I opened it that says “Boot Device Not Found. Please install an operating system on your hard disk”. The laptop was already slow to begin with which is why I barely used it. If I had known I never would have purchased them. What a waste of money.",4,NA
"28","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Greenteabookme",NA,"Overall a good value.","I love the dusty rose/ pink colour for the laptop, and overall I am very happy with my purchase especially since I got such a great price, and it came with one year Microsoft 365 to test out!My only negative feedback is that I do find it slow and lags a bit, but it’s not an expensive laptop and the processor is slower, so it’s to be expected. Still in hindsight I wish I’d spent a bit more money and purchased a faster product.",4,NA
"29","Laptop","Acer Aspire 3 A315-24P-R7VH Slim Laptop","David Fisher","Reviewed in the United States on August 3, 2019","","This is the best laptop deal you can get, full stop.Touchescreen? Nope. That feature is stupid in a laptop, in my view. As you use the keyboard, incidental touche s of the screen change focus or move to different screens--touchscreen is a gimmick and sucks.The screen on this laptop is worth the price by itself. Gorgeous, black is actually black, it rivals my AOC gaming desktop monitor.The Ryzen chip inside can be overclosked if you feel like it, but it is not needed. It is plenty fast for a laptop.This is set up to add memory and a hard drive. Do so. I spent an additional $50 to add a 1tb drive and an 8gig memory stick.  In so doing, I have the same specs as a $700 consumer laptop.Gaming? I stream from my desktop, it's perfect. It won't run any modern games at more than low settings (if that) but you don't need to run them onboard if you have a gaming machine. DO NOT BUY THIS TO PLAY GAMES ONBOARD. Stream via Steam, it's perfect.Buy this for $300, spend an additional $50 or $100 on memory and storage, and sit back and realize that you got a premier laptop for 1/3 the money people are spending on nothing.Build quality is bomber. Eveything is solid, no rattles, no warps. Others have ripped on the touchpad--can't tell the difference between this and any other laptop touchpad. It isn't loose, responds as usual, no problem.The screen is GORGEOUS and much better than laptops at twice or three times the price.I actually like the compressed number pad on the right. If you aren't doing a lot of 10-key stuff, it's what you need.The keyboard backlight stays on while you're typing, shuts off when you aren't. Perfectly configured.This boots in about 15 seconds.It has some heft, but is still very light. Hard to describe, but you can carry this all day in your backpack and not even know it is there. The power brick is about the size of a Toblerone tube. I plan on buying an extra to travel with.This will work as a consumer laptop as is, like I said, but add some memory and a hard drive and you are CRUSHING.I can't sing the praises of this enough.Buy this, add a drive and a memory stick and you get a premier laptop for less than $400. And you get a better screen, too. And anyone can do that, it isn't tough at all. If you can turn a screwdriver, you can update this machine.Make sure to go in and turn S mode off. First, activate Windows, then go to the store and turn off S mode.This is much better than what other companies are offering as a budget laptop.",5,NA
"30","Laptop","Acer Aspire 3 A315-24P-R7VH Slim Laptop","David Fisher","Reviewed in the United States on August 10, 2024","This is NOT a Budget Laptop!","Pretty good laptop. Will make a really good school or low level gaming laptop compared to latest games.It came with a 128gb 800mbps m.2 drive that was slow for windows 11 so upgraded it to 1tb 3500mbps m.2 drive. There are mixed reviews and info even from the manufacturer on if it has a extra ram slot or not but this one does not have one. All the ram is soldered to the motherboard and needs to be taken to an Acer shop in order to upgrade. Out of the box it used 6/8gb of ram at first then after the updates it dropped down to 4/8gb used. The system is pretty fast for only having 4gb free. The processor is the main feature I ordered it for since it is a 4core-8thread processor with speed ranging from 2.5ghz to 4.3ghz. After trying some more power demanding games the temp could still not pass 50c and stays quiet and cool to touch. It normally stays idle around 41c when not under a heavy load with no sound from the fans. The screen is decent quality but not meant for games since it's LCD and not being led the games get a bit of blur here and there with higher fps. Word of advice is when installing a different operating system the WiFi drivers do not reinstall with the system so any online activation is almost useless unless you have a usb-ethernet adapter. The battery lasts me around 6 hours in performance mode but in power saving mode could possibly last 9+ hours and way longer with some power setting tweaks. The graphics says 600mb dedicated and 3400mb shared but unlike a lot of systems all the shared moves straight to dedicated making it 4gb for the graphics. The value is pretty good and the appearance is slick. My older brother was checking it out and thinking of buying one now because of how well it does. Some upgrades to look into if you know what your doing is a new m.2 drive with a faster transfer rate and also possibly an upgraded 15.6inch screen that's 1080p-4k.",5,NA
"31","Laptop","Acer Aspire 3 A315-24P-R7VH Slim Laptop","thomas","Reviewed in the United States on May 25, 2024","","Good overall for the price, but there are a couple things holding it back from a 5-starPROS:- Really crisp and nice screen- FULL keyboard, with function keys and full numpad- Large trackpad- Seems to run pretty well, and can even play a few games (Hat in Time, Destroy All Humans, RAD, and Deep Rock Galactic were tested)- As many USB ports (Type-A and C) as most laptops seem to have today- Full-sized HDMI portCONS:- Speaker is pretty bad- WIFI!  No matter what I did, I couldn't get it to do 2 things at once.  Download a game OR play some music OR browse the web, but never twice at once- Windows 11 in S-Mode.  Need I say more?  It was a nightmare to downgrade from S-Mode, but once it was done, Win11 doesn't seem all that bad, although it does take up a large chunk of the SSD.- Small SSD at only 128G in a time when a 500G drive is only $50.  But what can you expect for a $400 laptop?  128G is only $16",5,NA
"32","Laptop","Acer Aspire 3 A315-24P-R7VH Slim Laptop","KG101","Reviewed in Canada on November 20, 2024","Everything I was looking for","This isn't a gaming computer, but if you're just using it to do your taxes or email, reports or word doc's, its a great machine. It has more memory than you will ever use for these purposes. But it is inexpensive and doesn't have the great video and sound cards that you need for gaming. Its a decent personal computer. Would recommend.",4,NA
"33","Laptop","Acer Aspire 3 A315-24P-R7VH Slim Laptop","Wolfgang kron","Reviewed in Canada on April 26, 2024","","Arrived on time. Computer takes a few minutes to set up, but they all do. Works find & is fast. Only thing & this is my fault for not doing enough research, it has a 15"" screen which for me is a little small. I would have no problem buying this brand again just I would look for a larger screen. Nice computer!",5,NA
"34","Laptop","Acer Aspire 3 A315-24P-R7VH Slim Laptop","Derrick Kilfoy","Reviewed in Mexico on September 21, 2023","Good for everyday light use","Tiene un rendimiento muy muy bueno, no se ha trabado para absolutamente nada, ahora quien se ha quedado lento es mi internet jaja, su calidad en todo sentido es excelente, lo que no me agrada del todo es su cargador, pero, sin duda es lo mejor para el precio, sobretodo aquí en México que para ese precio te ofrecen laptops con calidad horrible, de verdad que la volvería a encargar de nuevo, no se calienta, estéticamente es preciosa, su procesador es de lo mejores, la memoria sí que no es grande pero a la vez siento que está bien para que el procesador pueda rendir de la mejor manera, igual ya existen los discos duros, así que no hay pierde, si quieren algo de excelente calidad, estéticamente precioso y con un precio bajo, es la mejor opción ya que cuenta con prácticamente todo lo necesario casi para hacer cualquier cosa, no tuve tampoco ningún problema con el envío ni nada, la trajeron de Estados Unidos a México y todo muy bien (dato: la cámara también está preciosa cuando hay buena iluminación y el audio es muy bueno, no muy alto pero sí mucho mejor que el de mi laptop pasada sin duda).",5,NA
"35","Laptop","Acer Aspire 3 A315-24P-R7VH Slim Laptop","Jos SR","Reviewed in the United Kingdom on November 12, 2024","Great for the home user","",5,NA
"36","Laptop","Acer Aspire 3 A315-24P-R7VH Slim Laptop","Jos SR","Reviewed in Saudi Arabia on May 24, 2024","Nice computer works fine for me!","working well",5,NA
"37","Laptop","Acer Aspire 3 A315-24P-R7VH Slim Laptop","stuart shaw",NA,"Lo mejor de lo mejor","👍🏻The device is great",5,NA
"38","Laptop","Acer Aspire 3 A315-24P-R7VH Slim Laptop","maha",NA,"",NA,5,NA
"39","Laptop","ASUS Chromebook CX1, 14 FHD","CatsMeow","Reviewed in the United States on December 11, 2024","","I like the ASUS brand.  I like the 14"" size.Meets all my needs.",5,NA
"40","Laptop","ASUS Chromebook CX1, 14 FHD","Redd Miea","Reviewed in the United States on December 3, 2024","Good Chromebook, reasonable price.","I just purchased this yesterday and received it today! It’s nice! I needed an actual gaming notebook vs my Mac because Apple doesn’t support most games in their entirety that I use. If you look in the second picture I set the asus on top of my Mac so you can see the size difference and it’s not that bad. Asus does not have the full screen retna display which is okay but I do like it overall so far day 1",5,NA
"41","Laptop","ASUS Chromebook CX1, 14 FHD","Redd Miea","Reviewed in the United States on August 11, 2022","","I love my new laptop, but the colors displayed on screen are just ok...not very vibrant, average for my own use, and can be fixed a bit tilting the screen at a better angle. I was online shopping and some of the clothing looked very light and images were not very saturated...I wouldn't recommend this for anyone using this laptop for design etc. Good for basic home use, work use, student use.  Beautiful background themes to choose from, excellent Google product use, and I easily installed a wireless bluetooth mouse. The screen is nice and large, especially at this price point of around $200. I bought this on Prime Day and I'm happy with my purchase. I can run Google with many tabs open without any problem. I do wish the speakers were a bit better. I listen to music on my phone or Alexa instead because the speakers are small and located in an odd place....right on the front outer rim of the laptop on either side of where it opens. I used it to watch a movie on my bed and had the volume at max and still had a little trouble hearing everything. The bedding also sometimes blocked the speakers because of their location. Basic volume on regular Zoom meetings, YouTube etc. would be fine. I recommend this laptop for normal basic use...it works fast, beautifully designed and has lots of ports which is very convenient. Another thing I wanted to mention is that it wouldn't turn on at first even after charging for hours. I had googled many troubleshooting ideas and nothing seemed to work. Finally after cursing it and almost giving up, it magically made a ""bling"" sound and came on. Make sure to charge it from a wall outlet; not an extension cord or power strip. I think it was still in shipping mode, so I had to google what keys to hold down to make it boot up for the first time. There are just those few things, otherwise I love the laptop for my needs, and would recommend Asus products. Touchpad is very quick and responsive. It is not a touch screen monitor...I'm thinking people are confusing touch screen with touch pad. Keyboard is comfortable and battery has been long-running.",5,NA
"42","Laptop","ASUS Chromebook CX1, 14 FHD","Erin Blair S","Reviewed in the United States on December 6, 2024","Nice size easy set up","Fast and secure.",4,NA
"43","Laptop","ASUS Chromebook CX1, 14 FHD","Joe","Reviewed in the United States on October 20, 2024","","Bluetooth does not pair with Logitech mouse. No Touchscreen to enable, does not work. Nothing mentioned on site. Only Touchpad is operable, no good for Excel. Very displeased with his model. Only able to use Touchpad not mouse. Difficult to use.",5,NA
"44","Laptop","ASUS Chromebook CX1, 14 FHD","Christopher P.","Reviewed in the United States on December 5, 2024","Large display, but Color and Speakers just ok","Bought for my grandson, item came very quickly and is exactly as described.  Item was well packed.",1,NA
"45","Laptop","ASUS Chromebook CX1, 14 FHD","tina k","Reviewed in the United States on May 2, 2024","","We used this device for YouTube, google docs, kids’ school and email. It did what we needed it to for a great price. It came with a junky charging cord that needed to be replaced right away, but that was still under warranty. I purchased it in July ‘22 and now March ‘24 it died. It was inconvenient to wait for a new charging cord and 2 different batteries as I tried to trouble shoot it. Nothing has worked to power it on, and I am not paying asus to fix it as their warranty was less than a year.",5,NA
